"dataset","reviewPriority","proposedAction","recommendation","query","expectedTitle","top1Title","expectedOtid","top1Otid","finalRank","entryBucket","flags","titleSimilarity","rationale"
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2023年夏令营报名对成绩排名有什么要求","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","otid_7229bb63ab97456a","otid_7229bb63ab97456a","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2026硕士复试要求 要准备要准备什么材料 考核要求","人工智能学院2026年硕士研究生复试录取实施细则","人工智能学院2026年硕士研究生复试录取实施细则","otid_52ffc460a3284f93","otid_52ffc460a3284f93","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","人工智能学院2022年免试生接收办法中 是否接收直博生、要要什么条件和考核要求都有哪些","中山大学人工智能学院2022年免试生（含直博生）接收办法","中山大学人工智能学院2022年免试生（含直博生）接收办法","otid_ca3a4c98f51f48e8","otid_ca3a4c98f51f48e8","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2023年人工智能学院夏令营报名需要满足要什么条件并提交要准备什么材料","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","otid_7229bb63ab97456a","otid_7229bb63ab97456a","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2022年夏令营入营名单一共公布了多少人","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","otid_cf0fb6da0f1a4b18","otid_cf0fb6da0f1a4b18","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2024年人工智能学院硕士复试的报到安排和复试成绩权重怎么规定","中山大学人工智能学院2024年硕士研究生复试录取方案","中山大学人工智能学院2024年硕士研究生复试录取方案","otid_54fc4d3ca3a94536","otid_54fc4d3ca3a94536","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","人工智能学院2022年免试生接收的联系电话是多少","中山大学人工智能学院2022年免试生（含直博生）接收办法","中山大学人工智能学院2022年免试生（含直博生）接收办法","otid_ca3a4c98f51f48e8","otid_ca3a4c98f51f48e8","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2026年该学院博士研究生调剂名单的公示期持续多少天，另外除了电话和邮件，还可以通过什么形式实名反映？","人工智能学院关于公示2026年“申请-考核”制招收博士研究生调剂进入综合考核考生名单的通知","人工智能学院关于公示2026年“申请-考核”制招收博士研究生调剂进入综合考核考生名单的通知","otid_4b2b45a3a7f84940","otid_4b2b45a3a7f84940","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"BlindExtOOD","high","verify_expected_boundary","verify_eval_boundary_or_expected_otid","2021年全国硕士报名考试报考点代码是多少 适用哪些考生","全国2021年硕士研究生报名考试中山大学报考点（代码：4413）公告","全国2021年硕士研究生报名考试中山大学报考点（代码：4413）公告","otid_849070d708e0472f","otid_849070d708e0472f","1","already_top1","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"Main","high","accept_same_title_duplicate","expand_acceptable_otids_or_replace_case","中山大学2018同等学力报名考试时间地点例外","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","关于做好中山大学同等学力申请硕士学位人员2018年全国统一考试报名工作的通知","otid_21f03d6ed68a427d","otid_10113240e3a74f20","3","aggregation_drop","same_family_version_chain|near_duplicate_title","1","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","high","accept_same_title_duplicate","expand_acceptable_otids_or_replace_case","人工智能学院2023年博士申请考核制实施办法中 考核总成绩如何使用 哪些情形不予录取","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","otid_dc2fbd2f88f7453b","otid_5f10b726aa1d4728","2","aggregation_drop","same_family_version_chain|near_duplicate_title","1","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","high","accept_same_title_duplicate","expand_acceptable_otids_or_replace_case","2021年直博预报名的英语成绩有什么要求","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","otid_fcf3caca2aa340ca","otid_6e85da455dd34af3","2","aggregation_drop","same_family_version_chain|near_duplicate_title","1","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"Main","high","replace_or_anchor_query","add_year_or_replace_case","外语类保送生面试的整个流程是怎样的 从打印准考证到面试结束","中山大学关于2026年外语类保送生面试考核安排的通知","中山大学关于2025年外语类保送生面试考核安排的通知","otid_026bbae2756a4096","otid_17202809ac554122","2","aggregation_drop","no_explicit_year|competing_year_version|same_family_version_chain|near_duplicate_title","1","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"InDomain","high","replace_or_anchor_query","expand_acceptable_otids_or_replace_case","按2019年下半年同等学力临床医学博士答辩通知，如果想完成答辩并领取学位证书，应该怎么规划时间？","关于2019年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","关于2021年下半年同等学力人员申请临床医学博士专业学位论文答辩的通知","otid_14f1526dcec041d6","otid_e4227af2d62a4f20","2","aggregation_drop","same_family_version_chain|near_duplicate_title","1","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","high","replace_or_anchor_query","add_year_or_replace_case","拟录取考生退出录取流程时 递补安排的规则是什么","人工智能学院关于公布2026年硕士研究生招生复试结果的通知","人工智能学院关于公布2026年硕士研究生招生复试结果的通知","otid_42225868ea784bbf","otid_42225868ea784bbf","","unknown","no_explicit_year|same_family_version_chain|near_duplicate_title","1","expected document is year-specific but query has no explicit year; expected and top1 titles are nearly duplicate."
"InDomain","high","replace_or_anchor_query","expand_acceptable_otids_or_replace_case","2020学年春季学期开学注册通知中，2021年寒假后的研究生注册规定是什么？","关于在校研究生2021年寒假及2020学年春季学期开学注册有关事项的通知","关于在校研究生2021学年寒假放假及2021学年春季学期开学注册有关事项的通知","otid_9616403d7b39495c","otid_9cd645190fe2468b","2","aggregation_drop","same_family_version_chain|near_duplicate_title","0.8333","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"Main","high","replace_or_anchor_query","expand_acceptable_otids_or_replace_case","2020年同等学力申请硕士学位论文答辩需要满足哪些条件？","关于2020年同等学力人员申请硕士学位论文答辩的通知","关于2021年下半年同等学力人员申请硕士学位论文答辩的通知","otid_efde91d4cd6b4ecb","otid_97636a32f1f941e1","2","aggregation_drop","same_family_version_chain|near_duplicate_title","0.7917","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","medium","replace_or_anchor_query","keep_as_algorithm_case_after_dataset_review","2022年人工智能学院博士申请考核招生要求中 报名时间、申请资格和材料都有哪些要求","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","otid_5e4e1434da5748eb","otid_dc2fbd2f88f7453b","5","aggregation_drop","same_family_version_chain","0.6923","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"Main","high","manual_review_same_family","expand_acceptable_otids_or_replace_case","2025-2026学年软件工程学院仲明助学金申请 电子版材料提交到哪个邮箱","软件工程学院关于开展2025-2026学年本科生校级捐赠助学金（第一批）评选工作的通知","软件工程学院关于开展2025-2026学年本科生校级捐赠助学金（第二批）评选工作的通知","otid_9a72545adb084d1d","otid_2c2fffdc61b0465f","2","aggregation_drop","same_family_version_chain|near_duplicate_title","0.8788","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"InDomain","high","manual_review_same_family","expand_acceptable_otids_or_replace_case","2023年上半年同等学力申请硕士学位论文答辩的网上申请截止日期是哪天？","关于2023年上半年同等学力人员申请硕士学位论文答辩的通知","关于2023年下半年同等学力人员申请硕士学位论文答辩的通知","otid_3be934ddb5624284","otid_c7dc0e8b08b445e6","3","aggregation_drop","same_family_version_chain|near_duplicate_title","0.84","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","medium","manual_review_same_family","manual_review","如果一个学生想申请人工智能学院2022年博士项目 他需要经过哪些考核步骤","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生综合考核通知","otid_c5344a7fc3bc439a","otid_392eac0b27fa4b09","","unknown","same_family_version_chain","0.6667","expected and top1 titles are in the same topic family."
"BlindExtOOD","medium","manual_review_same_family","keep_as_algorithm_case_after_dataset_review","2022年人工智能学院夏令营的怎么弄和活动安排是什么","中山大学人工智能学院2022年全国优秀大学生夏令营活动报名通知","中山大学人工智能学院2022年全国优秀大学生夏令营入营通知","otid_c7828d5c12cc4c90","otid_cf0fb6da0f1a4b18","2","aggregation_drop","same_family_version_chain","0.6667","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","medium","manual_review_same_family","keep_as_algorithm_case_after_dataset_review","人工智能学院2021年博士申请考核制招生的要要什么条件和材料要求是什么","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","otid_1fe8155fa2f64320","otid_06f7620140244798","4","aggregation_drop","same_family_version_chain","0.6667","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","medium","manual_review_same_family","manual_review","我打算报中山大学人工智能学院2021年的博士，综合考核大概什么时候搞？","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","otid_9911c0374cdd4ce4","otid_06f7620140244798","","unknown","same_family_version_chain","0.6667","expected and top1 titles are in the same topic family."
"BlindExtOOD","medium","manual_review_same_family","keep_as_algorithm_case_after_dataset_review","人工智能学院2023年夏令营的举办日期是什么时候","中山大学人工智能学院2023年全国优秀大学生夏令营入营通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","otid_2f90c6af5fd44b44","otid_7229bb63ab97456a","2","aggregation_drop","same_family_version_chain","0.6667","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"InDomain","medium","manual_review_same_family","keep_as_algorithm_case_after_dataset_review","2024推免生资格取消情形","中山大学2024年推荐免试研究生接收办法","中山大学人工智能学院2024年推荐免试研究生接收办法","otid_f3ee1947f40e4b18","otid_64fee3c7ad80452e","2","aggregation_drop","same_family_version_chain","0.625","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"BlindExtOOD","medium","manual_review_same_family","manual_review","中山大学人工智能学院位于哪里，2023年博士申请的综合考核在什么时间？","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生综合考核结果公示","otid_dc2fbd2f88f7453b","otid_c495d5e1d55d4213","5","early_late","same_family_version_chain","0.6207","expected and top1 titles are in the same topic family."
